question,answer
督脉的原文中，“脑”的翻译？,此下《针灸甲乙经·奇经八脉第二》有“上巅，循额，至鼻柱”七字。
足厥阴肝经的循行原文？,《灵枢·经脉》：肝足厥阴之脉，起于大指丛毛之际，上循足跗上廉，去内踝一寸，上踝八寸，交出太阴之后，上腘内廉，循股阴，入毛中，环阴器，抵小腹，夹胃，属肝，络胆，上贯膈，布胁肋，循喉咙之后，上入颃颡，连目系，上出于额部，与督脉会于巅。其支者，从目系下颊里，环唇内。其支者，复从肝别贯膈，上注肺。
足厥阴肝经的循行原文的翻译？,足厥阴肝经，起于足大趾背毫毛部，沿足背经内踝前上行，至内踝上8寸处交于足太阴经之后，上经腘窝内缘，沿大腿内侧，上入阴毛中，环绕阴器；再上行抵达小腹，夹胃，属于肝，络于胆；再上行通过横膈，分布于胁肋部；继续上行经喉咙的后面，上入鼻咽部，连目系，上出额部，与督脉在巅顶部交会。其支脉，从目系下循面颊，环绕唇内。另一支脉，从肝部分出，穿过横膈，注于肺。
足厥阴肝经的原文中，“丛毛”的翻译？,指足大趾爪甲后方有毫毛处。
足厥阴肝经的原文中，“股阴”的翻译？,大腿内侧。
足厥阴肝经的原文中，“颃颡”的翻译？,同吭嗓，此指上腭与鼻相通的部位，相当于鼻咽部。
足厥阴肝经的原文中，“肝足厥阴之脉”的翻译？,足厥阴肝经。
足厥阴肝经的原文中，“起于大指丛毛之际”的翻译？,起于足大趾背毫毛部。
足厥阴肝经的原文中，“上循足跗上廉”的翻译？,沿足背经内踝前上行。
足厥阴肝经的原文中，“去内踝一寸，上踝八寸”的翻译？,至内踝上8寸处。
足厥阴肝经的原文中，“交出太阴之后”的翻译？,交于足太阴经之后。
足厥阴肝经的原文中，“上腘内廉”的翻译？,上经腘窝内缘。
足厥阴肝经的原文中，“循股阴”的翻译？,沿大腿内侧。
足厥阴肝经的原文中，“入毛中”的翻译？,上入阴毛中。
足厥阴肝经的原文中，“环阴器”的翻译？,环绕阴器。
足厥阴肝经的原文中，“抵小腹”的翻译？,再上行抵达小腹。
足厥阴肝经的原文中，“夹胃”的翻译？,夹胃。
足厥阴肝经的原文中，“属肝”的翻译？,属于肝。
足厥阴肝经的原文中，“络胆”的翻译？,络于胆。
足厥阴肝经的原文中，“上贯膈”的翻译？,上行通过横膈。
足厥阴肝经的原文中，“布胁肋”的翻译？,分布于胁肋部。
足厥阴肝经的原文中，“循喉咙之后”的翻译？,上行经喉咙的后面。
足厥阴肝经的原文中，“上入颃颡”的翻译？,上入鼻咽部。
足厥阴肝经的原文中，“连目系”的翻译？,连目系。
足厥阴肝经的原文中，“上出于额部”的翻译？,上出额部。
足厥阴肝经的原文中，“与督脉会于巅”的翻译？,与督脉在巅顶部交会。
足厥阴肝经的原文中，“其支者”的翻译？,其支脉。
足厥阴肝经的原文中，“从目系下颊里”的翻译？,从目系下循面颊。
足厥阴肝经的原文中，“环唇内”的翻译？,环绕唇内。
足厥阴肝经的原文中，“复从肝别贯膈”的翻译？,又从肝部分出，穿过横膈。
足厥阴肝经的原文中，“上注肺”的翻译？,注于肺。
足少阳胆经的循行原文？,《灵枢·经脉》：胆足少阳之脉，起于目锐眦，上抵头角 ，下耳后，循颈，行手少阳之前，至肩上，却交出手少阳之后，入缺盆。其支者，从耳后入耳中，出走耳前，至目锐眦后。其支者，别锐眦，下大迎，合于手少阳，抵于，下加颊车，下颈，合缺盆，以下胸中，贯膈，络肝，属胆，循胁里，出气街绕毛际，横入髀厌中。其直者，从缺盆下腋，循胸，过季胁，下合髀厌中。以下循髀阳，出膝外廉，下外辅骨之前，直下抵绝骨之端，下出外踝之前，循足跗上，入小指次指之间。其支者，别跗上，入大指之间，循大指歧骨内，出其端，还贯爪甲，出三毛。
足少阳胆经的循行原文的翻译？,足少阳胆经，起于目外眦，上行额角部，下行至耳后，沿颈项部至肩上，下入缺盆。耳部分支，从耳后进入耳中，出走耳前到目外眦后方。外眦部支脉，从目外眦下走大迎，会合于手少阳经到达目眶下，行经颊车，由颈部下行，与前脉在缺盆部会合，再向下进入胸中，穿过横膈，络肝，属胆，再沿胁肋内下行至腹股沟动脉部，绕外阴部毛际横行入髋关节部。其直行经脉，从缺盆下行，经腋部、侧胸部、胁肋部，再下行与前脉会合于髋关节部，再向下沿着大腿外侧、外缘下行经腓骨之前，至外踝前，沿足背部，进入第4趾外侧。足背部分支，从足背上分出，沿第1、2跖骨间，出于大趾端，穿过趾甲，出趾背毫毛部。
足少阳胆经原文中，“胆足少阳之脉”的翻译？,足少阳胆经。
足少阳胆经原文中，“起于目锐眦”的翻译？,起于目外眦。
足少阳胆经原文中，“上抵头角”的翻译？,上行额角部。
足少阳胆经原文中，“下耳后”的翻译？,下行至耳后。
足少阳胆经原文中，“循颈”的翻译？,沿颈项部。
足少阳胆经原文中，“行手少阳之前”的翻译？,走在手少阳经的前方。
足少阳胆经原文中，“至肩上”的翻译？,到肩膀上。
足少阳胆经原文中，“入缺盆”的翻译？,下入缺盆。
足少阳胆经原文中，“其支者”的翻译？,耳部分支。
足少阳胆经原文中，“从耳后入耳中”的翻译？,从耳后进入耳中。
足少阳胆经原文中，“出走耳前”的翻译？,出走耳前。
足少阳胆经原文中，“至目锐眦后”的翻译？,到目外眦后方。
足少阳胆经原文中，“别锐眦”的翻译？,外眦部支脉。
足少阳胆经原文中，“下大迎”的翻译？,从目外眦下走大迎。
足少阳胆经原文中，“合于手少阳”的翻译？,会合于手少阳经。
足少阳胆经原文中，“抵于”的翻译？,到达目眶下。
足少阳胆经原文中，“下加颊车”的翻译？,行经颊车。
足少阳胆经原文中，“下颈”的翻译？,由颈部下行。
足少阳胆经原文中，“合缺盆”的翻译？,与前脉在缺盆部会合。
足少阳胆经原文中，“以下胸中”的翻译？,再向下进入胸中。
足少阳胆经原文中，“贯膈，络肝，属胆，循胁里”的翻译？,穿过横膈，络肝，属胆，再沿胁肋内下行至腹股沟动脉部。
足少阳胆经原文中，“出气街绕毛际”的翻译？,绕外阴部毛际。
足少阳胆经原文中，“横入髀厌中”的翻译？,横行入髋关节部。
足少阳胆经原文中，“其直者”的翻译？,其直行经脉。
足少阳胆经原文中，“从缺盆下腋”的翻译？,从缺盆下行。
足少阳胆经原文中，“循胸”的翻译？,经腋部、侧胸部。
足少阳胆经原文中，“过季胁”的翻译？,经过胁肋部。
足少阳胆经原文中，“下合髀厌中”的翻译？,再下行与前脉会合于髋关节部。
足少阳胆经原文中，“以下循髀阳”的翻译？,再向下沿着大腿外侧、外缘下行经腓骨之前。
足少阳胆经原文中，“出膝外廉”的翻译？,至，到达。
足少阳胆经原文中，“下外辅骨之前”的翻译？,到达外踝前。
足少阳胆经原文中，“入大指之间”的翻译？,从足背上分出。
足少阳胆经原文中，“循大指歧骨内”的翻译？,沿第1、2跖骨间。
足少阳胆经原文中，“出其端”的翻译？,出于大趾端。
足少阳胆经原文中，“还贯爪甲”的翻译？,穿过趾甲。
足少阳胆经原文中，“出三毛”的翻译？,出趾背毫毛部。
足太阳膀胱经的原文中，“膀胱足太阳之脉”的翻译？,膀胱足太阳之脉：膀胱足太阳之脉
足太阳膀胱经的原文中，“巅”的翻译？,巅：指头顶最高处。
手太阴肺经的主要病候？,"咳嗽，气喘，少气不足以息，咯血，伤风，胸部胀满，咽喉肿痛，缺盆
部和手臂内侧前缘痛，肩背部寒冷、疼痛等。"
手太阴肺经的循行原文？,"《灵枢·经脉》：肺手太阴之脉，起于中焦，下络大肠，还循胃口，上膈属肺。从肺系，横出腋下，下循臑内，行少阴、心主之前，下肘
中，循臂内上骨下廉，入寸口，上鱼，循鱼际，出大指之端。其支者：从腕后，直出次指内廉，出其端。"
手太阴肺经的循行原文的翻译？,手太阴肺经，起于中焦，向下联络大肠，再返回沿胃上口，穿过横膈，入属于肺。从肺系（气管喉咙部）向外横行至腋窝下，沿上臂内侧下行，循行于手少阴与手厥阴经之前，下至肘中，沿着前臂内侧桡骨尺侧缘下行，经寸口动脉搏动处，行至大鱼际，再沿大鱼际桡侧缘循行直达拇指末端。其支脉，从手腕后分出，沿着食指桡侧直达食指末端。
手太阴肺经的原文中，“胃口”的翻译？,胃口：指胃之上口，贲门部。
手太阴肺经的原文中，“肺系”的翻译？,肺系：肺及其相联系的组织器官。
手太阴肺经的原文中，“上骨”的翻译？,上骨：指桡骨。
手太阴肺经的原文中，“肺手太阴之脉”的翻译？,手太阴肺经。
手太阴肺经的原文中，“起于中焦”的翻译？,起于中焦。
手太阴肺经的原文中，“下络大肠”的翻译？,向下联络大肠。
手太阴肺经的原文中，“还循胃口”的翻译？,再返回沿胃上口。
手太阴肺经的原文中，“上膈属肺”的翻译？,穿过横膈，入属于肺。
手太阴肺经的原文中，“从肺系，横出腋下”的翻译？,从肺系（气管喉咙部）向外横行至腋窝下。
手太阴肺经的原文中，“下循臑内，行少阴、心主之前”的翻译？,沿上臂内侧下行，循行于手少阴与手厥阴经之前。
手太阴肺经的原文中，“下肘中”的翻译？,下至肘中。
手太阴肺经的原文中，“循臂内上骨下廉”的翻译？,沿着前臂内侧桡骨尺侧缘下行。
手太阴肺经的原文中，“入寸口”的翻译？,经寸口动脉搏动处。
手太阴肺经的原文中，“上鱼”的翻译？,行至大鱼际。
手太阴肺经的原文中，“循鱼际，出大指之端”的翻译？,再沿大鱼际桡侧缘循行直达拇指末端。
手太阴肺经的原文中，“其支者”的翻译？,其支脉。
手太阴肺经的原文中，“从腕后”的翻译？,从手腕后分出。
手太阴肺经的原文中，“直出次指内廉，出其端”的翻译？,沿着食指桡侧直达食指末端。
,
手阳明大肠经的循行原文？,《灵枢·经脉》：大肠手阳明之脉，起于大指次指之端，循指上廉，出合谷两骨之间，上入两筋之中，循臂上廉，入肘外廉，上臑外前廉，上肩，出髃骨之前廉，上出于柱骨之会上，下入缺盆，络肺，下膈，属大肠。其支者：从缺盆上颈，贯颊，入下齿中；还出夹口，交人中——左之右、右之左，上夹鼻孔。
手阳明大肠经的循行原文的翻译？,"手阳明大肠经，起于食指之尖端（桡侧），沿食指桡侧，经过第1、2掌骨之间，上行至腕后两筋之间，沿前臂外侧前缘，至肘部外侧，再沿上
臂外侧前缘上行到肩部，经肩峰前，向上循行至背部，与诸阳经交会于大椎穴，再向前行进入缺盆，络于肺，下行穿过横膈，属于大肠。其支
脉，从缺盆部上行至颈部，经面颊进入下齿之中，又返回经口角到上口唇，交会于人中（水沟穴），左脉右行，右脉左行，止于对侧鼻孔旁"
手阳明大肠经的原文中，“合谷两骨”的翻译？,合谷两骨：指第1、2掌骨。
手阳明大肠经的原文中，“两筋”的翻译？,两筋：指拇长伸肌腱、拇短伸肌腱。
手阳明大肠经的原文中，“大肠手阳明之脉”的翻译？,手阳明大肠经。
手阳明大肠经的原文中，“起于大指次指之端”的翻译？,起于食指之尖端（桡侧）。
手阳明大肠经的原文中，“循指上廉”的翻译？,沿食指桡侧。
手阳明大肠经的原文中，“出合谷两骨之间”的翻译？,经过第1、2掌骨之间。
手阳明大肠经的原文中，“上入两筋之中”的翻译？,上行至腕后两筋之间。
手阳明大肠经的原文中，“循臂上廉”的翻译？,沿前臂外侧前缘。
手阳明大肠经的原文中，“入肘外廉。”的翻译？,至肘部外侧。
手阳明大肠经的原文中，“上臑外前廉，上肩”的翻译？,再沿上臂外侧前缘上行到肩部。
手阳明大肠经的原文中，“出髃骨之前廉”的翻译？,经肩峰前，向上循行至背部。
